Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Age_clean,Embarked_clean,Fare_clean,Fare_clean_transform,Title,Cabin_indicator,Family
3,0,48.0,1,3,34.375,147,2,48.0,3,34.375,2.028843469405813,12,0,4
3,1,21.0,0,0,7.8542,147,2,21.0,3,7.8542,1.5101510578167703,11,0,0
3,1,43.0,0,0,8.05,147,2,43.0,3,8.05,1.5176064932892266,11,0,0
2,1,,0,0,0.0,147,2,29.69911764705882,3,0.0,0.0,11,0,0
3,1,21.0,0,0,7.7333,147,1,21.0,2,7.7333,1.5054730020960585,11,0,0
3,1,16.0,0,0,9.2167,147,2,16.0,3,9.2167,1.5592476217743834,11,0,0
3,1,22.0,0,0,7.25,147,2,22.0,3,7.25,1.4861669577303998,11,0,0
3,1,34.0,1,1,14.4,147,2,34.0,3,14.4,1.7047963168076516,11,0,2
1,1,19.0,1,0,53.1,100,2,19.0,3,53.1,2.2131910445428153,11,1,1
1,1,70.0,1,1,71.0,20,2,65.0,3,71.0,2.345587668505003,0,1,2
3,1,24.0,0,0,9.5,147,2,24.0,3,9.5,1.5687174265360497,11,0,0
3,1,30.5,0,0,8.05,147,2,30.5,3,8.05,1.5176064932892266,11,0,0
2,1,24.0,0,0,10.5,147,2,24.0,3,10.5,1.6004343344404715,11,0,0
3,1,19.0,0,0,8.1583,147,2,19.0,3,8.1583,1.5216680930911106,11,0,0
3,0,8.0,3,1,21.075,147,2,8.0,3,21.075,1.83972756981829,8,0,4
3,0,1.0,0,2,15.7417,147,0,1.0,1,15.7417,1.7354428893282614,8,0,2
3,0,27.0,0,0,7.925,147,2,27.0,3,7.925,1.512863880222077,8,0,0
3,1,45.0,0,0,6.975,147,2,45.0,3,6.975,1.4747175287817191,11,0,0
3,1,42.0,0,0,8.6625,147,2,42.0,3,8.6625,1.5400281152322484,11,0,0
3,0,14.5,1,0,14.4542,147,0,14.5,1,14.4542,1.7060777218137082,8,0,1
1,0,,0,1,55.0,123,2,29.69911764705882,3,55.0,2.2288073840335185,12,1,1
3,1,26.0,0,0,18.7875,147,0,26.0,1,18.7875,1.7979342213128344,11,0,0
1,1,64.0,1,4,263.0,63,2,64.0,3,249.00622000000033,3.014685687666116,11,1,5
3,1,,0,0,7.8292,147,1,29.69911764705882,2,7.8292,1.5091884661660304,11,0,0
3,0,,0,0,7.75,147,1,29.69911764705882,2,7.75,1.5061226525730977,8,0,0
1,0,56.0,0,1,83.1583,70,0,56.0,1,83.1583,2.4209238028779256,12,1,1
1,0,52.0,1,0,78.2667,96,0,52.0,1,78.2667,2.3917479178865846,12,1,1
1,1,,0,0,26.55,56,2,29.69911764705882,3,26.55,1.9266947105086853,11,1,0
3,1,40.5,0,0,7.75,147,1,40.5,2,7.75,1.5061226525730977,11,0,0
3,1,22.0,0,0,7.8958,147,2,22.0,3,7.8958,1.5117473912278288,11,0,0
3,0,0.75,2,1,19.2583,147,0,0.75,1,19.2583,1.8068561969239878,8,0,3
3,1,61.0,0,0,6.2375,147,2,61.0,3,6.2375,1.4421223637261074,11,0,0
3,1,,0,0,8.05,147,2,29.69911764705882,3,8.05,1.5176064932892266,11,0,0
1,1,,0,0,26.55,147,2,29.69911764705882,3,26.55,1.9266947105086853,11,0,0
2,1,18.0,0,0,13.0,147,2,18.0,3,13.0,1.6702776523348104,11,0,0
2,1,31.0,0,0,13.0,147,2,31.0,3,13.0,1.6702776523348104,11,0,0
3,1,36.0,1,1,24.15,147,2,36.0,3,24.15,1.8905293628517985,11,0,2
1,1,4.0,0,2,81.8583,10,2,4.0,3,81.8583,2.413306842336873,7,1,2
2,1,29.0,1,0,21.0,147,2,29.0,3,21.0,1.838416287252544,11,0,1
3,1,,0,0,8.05,147,2,29.69911764705882,3,8.05,1.5176064932892266,11,0,0
3,0,38.0,1,5,31.3875,147,2,38.0,3,31.3875,1.9922844494899752,12,0,6
1,1,47.0,0,0,52.0,52,2,47.0,3,52.0,2.2039445754429603,11,1,0
2,1,42.0,0,0,13.0,147,2,42.0,3,13.0,1.6702776523348104,14,0,0
3,1,55.5,0,0,8.05,147,2,55.5,3,8.05,1.5176064932892266,11,0,0
3,1,39.0,0,0,7.925,147,2,39.0,3,7.925,1.512863880222077,11,0,0
3,1,44.0,0,0,8.05,147,2,44.0,3,8.05,1.5176064932892266,11,0,0
1,1,42.0,1,0,52.5542,95,2,42.0,3,52.5542,2.208622468138815,11,1,1
3,1,34.0,0,0,8.05,147,2,34.0,3,8.05,1.5176064932892266,11,0,0
3,1,,0,0,7.225,147,0,29.69911764705882,1,7.225,1.4851405983548165,11,0,0
1,1,24.0,0,0,79.2,45,0,24.0,1,79.2,2.397425036114708,11,1,0
3,1,,0,0,7.75,147,1,29.69911764705882,2,7.75,1.5061226525730977,11,0,0
2,0,22.0,1,1,29.0,147,2,22.0,3,29.0,1.961009057454548,12,0,2
2,0,42.0,0,0,13.0,147,2,42.0,3,13.0,1.6702776523348104,12,0,0
1,1,37.0,1,1,52.5542,102,2,37.0,3,52.5542,2.208622468138815,11,1,2
2,1,36.0,1,2,27.75,147,2,36.0,3,27.75,1.9438045639530086,11,0,3
3,1,,0,0,7.8958,147,2,29.69911764705882,3,7.8958,1.5117473912278288,11,0,0
1,1,27.0,0,0,30.5,147,2,27.0,3,30.5,1.9808882133555452,11,0,0
3,0,,0,0,7.225,147,0,29.69911764705882,1,7.225,1.4851405983548165,12,0,0
3,0,31.0,1,1,20.525,147,2,31.0,3,20.525,1.8300233586613721,12,0,2
3,1,23.5,0,0,7.2292,147,0,23.5,1,7.2292,1.4853132250847014,11,0,0
1,0,35.0,0,0,135.6333,89,2,35.0,3,135.6333,2.669766416466719,8,1,0
2,1,19.0,0,0,10.5,147,2,19.0,3,10.5,1.6004343344404715,11,0,0
3,1,59.0,0,0,7.25,147,2,59.0,3,7.25,1.4861669577303998,11,0,0
1,1,47.0,0,0,34.0208,106,2,47.0,3,34.0208,2.0246450888938408,11,1,0
2,1,31.0,1,1,26.25,147,2,31.0,3,26.25,1.9223207840792598,11,0,2
3,1,65.0,0,0,7.75,147,1,65.0,2,7.75,1.5061226525730977,11,0,0
3,1,30.0,0,0,9.5,147,2,30.0,3,9.5,1.5687174265360497,11,0,0
3,1,,0,0,8.05,147,2,29.69911764705882,3,8.05,1.5176064932892266,11,0,0
3,1,,0,0,56.4958,147,2,29.69911764705882,3,56.4958,2.2408007055327177,11,0,0
3,1,,0,0,8.1125,147,2,29.69911764705882,3,8.1125,1.519955740597128,11,0,0
3,0,4.0,0,2,22.025,147,2,4.0,3,22.025,1.8560222721344488,8,0,2
3,1,18.0,1,0,6.4958,147,2,18.0,3,6.4958,1.4538731930737308,11,0,1
3,1,,0,0,7.75,143,1,29.69911764705882,2,7.75,1.5061226525730977,11,1,0
1,1,31.0,0,0,50.4958,6,2,31.0,3,50.4958,2.191043759719629,11,1,0
1,0,63.0,1,0,77.9583,113,2,63.0,3,77.9583,2.389860064162019,8,1,1
1,0,62.0,0,0,80.0,21,3,62.0,0,80.0,2.4022488679628626,12,1,0
3,1,9.0,4,2,31.3875,147,2,9.0,3,31.3875,1.9922844494899752,7,0,6
3,0,,0,0,7.75,147,1,29.69911764705882,2,7.75,1.5061226525730977,8,0,0
3,1,22.0,0,0,9.0,147,2,22.0,3,9.0,1.5518455739153598,11,0,0
1,0,17.0,1,0,108.9,74,0,17.0,1,108.9,2.5550863153165126,12,1,1
1,0,58.0,0,0,26.55,49,2,58.0,3,26.55,1.9266947105086853,8,1,0
2,0,3.0,1,2,41.5792,147,0,3.0,1,41.5792,2.1075370871655457,8,0,3
3,1,16.0,1,3,34.375,147,2,16.0,3,34.375,2.028843469405813,11,0,4
3,1,,0,0,7.2292,147,0,29.69911764705882,1,7.2292,1.4853132250847014,11,0,0
1,0,47.0,1,1,52.5542,102,2,47.0,3,52.5542,2.208622468138815,12,1,2
2,0,5.0,1,2,27.75,147,2,5.0,3,27.75,1.9438045639530086,8,0,3
2,0,27.0,1,0,21.0,147,2,27.0,3,21.0,1.838416287252544,12,0,1
3,1,,0,0,6.8583,147,1,29.69911764705882,2,6.8583,1.469749413897551,11,0,0
2,1,28.0,0,0,13.5,147,2,28.0,3,13.5,1.6829327181692992,11,0,0
1,1,40.0,0,0,31.0,8,0,40.0,1,31.0,1.9873407546644581,11,1,0
2,1,36.5,0,2,26.0,141,2,36.5,3,26.0,1.9186451916253062,11,1,2
3,1,,0,0,7.8958,147,2,29.69911764705882,3,7.8958,1.5117473912278288,11,0,0
2,1,37.0,1,0,26.0,147,2,37.0,3,26.0,1.9186451916253062,11,0,1
2,0,32.5,0,0,13.0,116,2,32.5,3,13.0,1.6702776523348104,8,1,0
2,1,23.0,0,0,13.0,147,2,23.0,3,13.0,1.6702776523348104,11,0,0
3,1,16.0,0,0,8.05,147,2,16.0,3,8.05,1.5176064932892266,11,0,0
2,0,34.0,0,1,23.0,147,2,34.0,3,23.0,1.8721712305548575,12,0,1
1,1,27.0,0,2,211.5,79,0,27.0,1,211.5,2.9178440358913003,11,1,2
3,1,33.0,0,0,7.8958,147,0,33.0,1,7.8958,1.5117473912278288,11,0,0
3,1,42.0,0,0,7.65,139,2,42.0,3,7.65,1.5022156669730249,11,1,0
1,1,28.0,0,0,35.5,13,2,28.0,3,35.5,2.041952666077473,11,1,0
3,1,,0,0,7.225,147,0,29.69911764705882,1,7.225,1.4851405983548165,11,0,0
1,1,62.0,0,0,26.55,147,2,62.0,3,26.55,1.9266947105086853,11,0,0
1,1,25.0,1,0,55.4417,131,0,25.0,1,55.4417,2.232375809189005,11,1,1
1,1,36.0,0,0,26.2875,121,2,36.0,3,26.2875,1.9228697050094496,11,1,0
1,0,35.0,1,0,52.0,147,2,35.0,3,52.0,2.2039445754429603,12,0,1
3,1,,8,2,69.55,147,2,29.69911764705882,3,69.55,2.335927862415534,11,0,10
3,0,,0,0,7.75,147,1,29.69911764705882,2,7.75,1.5061226525730977,8,0,0
3,0,22.0,0,0,7.775,147,2,22.0,3,7.775,1.5070930932320792,8,0,0
3,0,39.0,1,5,31.275,147,2,39.0,3,31.275,1.9908542366373856,12,0,6
2,0,36.0,0,0,13.0,147,2,36.0,3,13.0,1.6702776523348104,8,0,0
2,1,36.0,0,0,12.875,90,0,36.0,1,12.875,1.6670531540447704,11,1,0
1,1,31.0,1,0,57.0,19,2,31.0,3,57.0,2.2447861343640922,11,1,1
1,0,,0,0,79.2,147,0,29.69911764705882,1,79.2,2.397425036114708,12,0,0
3,1,30.0,0,0,7.8958,147,2,30.0,3,7.8958,1.5117473912278288,11,0,0
3,1,42.0,0,1,8.4042,147,2,42.0,3,8.4042,1.5307324038271908,11,0,1
3,1,,0,0,8.05,147,2,29.69911764705882,3,8.05,1.5176064932892266,11,0,0
2,0,44.0,1,0,26.0,147,2,44.0,3,26.0,1.9186451916253062,12,0,1
3,1,21.0,0,0,8.6625,147,2,21.0,3,8.6625,1.5400281152322484,11,0,0
3,1,28.0,0,0,56.4958,147,2,28.0,3,56.4958,2.2408007055327177,11,0,0
1,0,39.0,1,1,110.8833,75,0,39.0,1,110.8833,2.5643259572237604,12,1,2
1,1,0.92,1,2,151.55,62,2,0.92,3,151.55,2.729676545568824,7,1,3
3,1,,0,0,7.75,147,1,29.69911764705882,2,7.75,1.5061226525730977,11,0,0
1,1,22.0,0,0,135.6333,147,0,22.0,1,135.6333,2.669766416466719,11,0,0
3,1,33.0,0,0,7.775,147,2,33.0,3,7.775,1.5070930932320792,11,0,0
2,1,16.0,0,0,26.0,147,2,16.0,3,26.0,1.9186451916253062,11,0,0
3,1,20.5,0,0,7.25,147,2,20.5,3,7.25,1.4861669577303998,11,0,0
1,1,50.0,2,0,133.65,147,2,50.0,3,133.65,2.6619126040989785,3,0,2
3,1,19.0,0,0,6.75,147,1,19.0,2,6.75,1.4650780257917608,11,0,0
3,0,,8,2,69.55,147,2,29.69911764705882,3,69.55,2.335927862415534,8,0,10
3,1,20.0,0,0,7.05,147,2,20.0,3,7.05,1.477875411091228,11,0,0
1,0,30.0,0,0,31.0,147,0,30.0,1,31.0,1.9873407546644581,8,0,0
3,0,,0,0,7.75,147,1,29.69911764705882,2,7.75,1.5061226525730977,8,0,0
2,0,54.0,1,3,23.0,147,2,54.0,3,23.0,1.8721712305548575,12,0,4
3,1,,8,2,69.55,147,2,29.69911764705882,3,69.55,2.335927862415534,11,0,10
3,1,45.5,0,0,7.225,147,0,45.5,1,7.225,1.4851405983548165,11,0,0
2,0,17.0,0,0,10.5,147,2,17.0,3,10.5,1.6004343344404715,8,0,0
1,1,,0,0,0.0,147,2,29.69911764705882,3,0.0,0.0,11,0,0
3,1,24.0,2,0,24.15,147,2,24.0,3,24.15,1.8905293628517985,11,0,2
3,1,,0,0,7.05,147,2,29.69911764705882,3,7.05,1.477875411091228,11,0,0
2,1,23.0,0,0,10.5,147,2,23.0,3,10.5,1.6004343344404715,3,0,0
3,1,20.0,0,0,7.8542,147,2,20.0,3,7.8542,1.5101510578167703,11,0,0
3,0,,0,0,7.7875,147,1,29.69911764705882,2,7.7875,1.5075773777450672,8,0,0
1,1,28.0,0,0,26.55,71,2,28.0,3,26.55,1.9266947105086853,11,1,0
1,0,43.0,0,1,211.3375,22,2,43.0,3,211.3375,2.9173955295624148,12,1,1
3,0,2.0,4,2,31.275,147,2,2.0,3,31.275,1.9908542366373856,8,0,6
1,0,19.0,1,0,91.0792,31,0,19.0,1,91.0792,2.4653798464203334,12,1,1
3,1,28.5,0,0,7.2292,147,0,28.5,1,7.2292,1.4853132250847014,11,0,0
3,1,27.0,0,0,7.8958,147,2,27.0,3,7.8958,1.5117473912278288,11,0,0
1,0,30.0,0,0,86.5,40,2,30.0,3,86.5,2.4400752592578163,8,1,0
3,1,20.0,0,0,7.925,147,2,20.0,3,7.925,1.512863880222077,11,0,0
3,1,25.0,1,0,7.775,147,2,25.0,3,7.775,1.5070930932320792,11,0,1
3,1,,0,0,7.8958,147,0,29.69911764705882,1,7.8958,1.5117473912278288,11,0,0
3,0,26.0,1,0,16.1,147,2,26.0,3,16.1,1.7432720823741534,12,0,1
3,1,,0,0,7.7292,147,1,29.69911764705882,2,7.7292,1.5053133354928334,11,0,0
3,1,,0,0,7.8958,147,2,29.69911764705882,3,7.8958,1.5117473912278288,11,0,0
1,1,37.0,0,1,29.7,54,0,37.0,1,29.7,1.970385894621976,11,1,1
3,1,28.0,0,0,7.7958,147,2,28.0,3,7.7958,1.5078985992178087,11,0,0
3,1,30.0,0,0,8.05,147,2,30.0,3,8.05,1.5176064932892266,11,0,0
1,1,17.0,0,2,110.8833,77,0,17.0,1,110.8833,2.5643259572237604,11,1,2
2,0,29.0,1,0,26.0,147,2,29.0,3,26.0,1.9186451916253062,12,0,1
3,0,15.0,1,0,14.4542,147,0,15.0,1,14.4542,1.7060777218137082,12,0,1
3,0,,1,1,22.3583,138,0,29.69911764705882,1,22.3583,1.861605939162916,8,1,2
1,1,11.0,1,2,120.0,47,2,11.0,3,120.0,2.605171084697352,7,1,3
3,0,,0,0,7.8792,147,1,29.69911764705882,2,7.8792,1.5111112014285388,8,0,0
2,1,1.0,2,1,39.0,144,2,1.0,3,39.0,2.080716549261844,7,1,3
3,1,,0,0,7.75,147,1,29.69911764705882,2,7.75,1.5061226525730977,11,0,0
3,1,29.0,0,0,7.75,147,1,29.0,2,7.75,1.5061226525730977,11,0,0
3,1,18.0,0,0,7.775,147,2,18.0,3,7.775,1.5070930932320792,11,0,0
1,0,22.0,1,0,66.6,61,2,22.0,3,66.6,2.3157669197586563,12,1,1
3,1,30.0,0,0,7.225,147,0,30.0,1,7.225,1.4851405983548165,11,0,0
2,1,52.0,0,0,13.0,147,2,52.0,3,13.0,1.6702776523348104,11,0,0
2,1,32.0,1,0,26.0,147,2,32.0,3,26.0,1.9186451916253062,11,0,1
1,1,50.0,1,0,106.425,82,0,50.0,1,106.425,2.5433652414675887,11,1,1
3,1,,1,0,16.1,147,2,29.69911764705882,3,16.1,1.7432720823741534,11,0,1
3,0,,0,0,7.7333,147,1,29.69911764705882,2,7.7333,1.5054730020960585,8,0,0
2,1,36.0,0,0,10.5,147,2,36.0,3,10.5,1.6004343344404715,11,0,0
2,1,42.0,0,0,13.0,147,2,42.0,3,13.0,1.6702776523348104,11,0,0
3,0,28.0,1,1,14.4,147,2,28.0,3,14.4,1.7047963168076516,12,0,2
3,0,9.0,2,2,34.375,147,2,9.0,3,34.375,2.028843469405813,8,0,4
1,1,58.0,0,2,113.275,108,0,58.0,1,113.275,2.575293989068137,11,1,2
3,0,31.0,0,0,8.6833,147,2,31.0,3,8.6833,1.5407669749834547,12,0,0
3,0,24.0,0,3,19.2583,147,0,24.0,1,19.2583,1.8068561969239878,12,0,3
1,0,50.0,0,0,28.7125,69,0,50.0,1,28.7125,1.95710533872999,8,1,0
2,1,34.0,1,0,26.0,147,2,34.0,3,26.0,1.9186451916253062,11,0,1
3,1,4.0,4,2,31.275,147,2,4.0,3,31.275,1.9908542366373856,7,0,6
3,0,5.0,2,1,19.2583,147,0,5.0,1,19.2583,1.8068561969239878,8,0,3
3,0,,1,0,16.1,147,2,29.69911764705882,3,16.1,1.7432720823741534,12,0,1
3,1,35.0,0,0,7.8958,147,0,35.0,1,7.8958,1.5117473912278288,11,0,0
3,1,,1,1,15.2458,147,0,29.69911764705882,1,15.2458,1.724368352663767,7,0,2
2,1,0.67,1,1,14.5,147,2,0.67,3,14.5,1.7071575395958583,7,0,2
3,1,21.0,0,0,7.925,147,2,21.0,3,7.925,1.512863880222077,11,0,0
3,0,5.0,0,0,12.475,147,2,5.0,3,12.475,1.6565635869166153,8,0,0
2,1,21.0,0,0,73.5,147,2,21.0,3,73.5,2.3618780376616875,11,0,0
3,1,42.0,0,0,7.55,147,2,42.0,3,7.55,1.4982676079809925,11,0,0
1,0,30.0,0,0,106.425,147,0,30.0,1,106.425,2.5433652414675887,8,0,0
3,0,18.0,0,0,9.8417,147,2,18.0,3,9.8417,1.5798433429222203,8,0,0
1,0,,1,0,89.1042,86,0,29.69911764705882,1,89.1042,2.4545938122098923,12,1,1
2,0,28.0,1,0,24.0,147,0,28.0,1,24.0,1.888175022589804,12,0,1
1,1,56.0,0,0,30.6958,14,0,56.0,1,30.6958,1.9834250380312257,11,1,0
3,1,,0,0,8.05,147,2,29.69911764705882,3,8.05,1.5176064932892266,11,0,0
2,1,27.0,0,0,26.0,147,2,27.0,3,26.0,1.9186451916253062,11,0,0
1,0,35.0,1,0,90.0,87,2,35.0,3,90.0,2.4595094858493636,12,1,1
2,1,39.0,0,0,26.0,147,2,39.0,3,26.0,1.9186451916253062,11,0,0
2,1,43.0,1,1,26.25,147,2,43.0,3,26.25,1.9223207840792598,11,0,2
3,0,31.0,0,0,7.8542,147,2,31.0,3,7.8542,1.5101510578167703,8,0,0
2,0,24.0,2,1,27.0,147,2,24.0,3,27.0,1.933182044931763,12,0,3
2,0,33.0,1,2,27.75,147,2,33.0,3,27.75,1.9438045639530086,12,0,3
2,1,32.0,0,0,10.5,147,2,32.0,3,10.5,1.6004343344404715,11,0,0
1,1,49.0,1,0,56.9292,4,0,49.0,1,56.9292,2.2442282049579343,15,1,1
3,1,27.0,0,0,6.975,147,2,27.0,3,6.975,1.4747175287817191,11,0,0
2,0,48.0,1,2,65.0,147,2,48.0,3,65.0,2.3045316198021406,12,0,3
2,1,,0,0,0.0,147,2,29.69911764705882,3,0.0,0.0,11,0,0
2,1,50.0,0,0,13.0,147,2,50.0,3,13.0,1.6702776523348104,11,0,0
2,0,14.0,1,0,30.0708,147,0,14.0,1,30.0708,1.9752815008003481,12,0,1
3,0,,0,0,7.8792,147,1,29.69911764705882,2,7.8792,1.5111112014285388,8,0,0
1,1,42.0,0,0,26.2875,120,2,42.0,3,26.2875,1.9228697050094496,11,1,0
1,0,36.0,1,2,120.0,47,2,36.0,3,120.0,2.605171084697352,12,1,3
1,0,39.0,1,1,83.1583,130,0,39.0,1,83.1583,2.4209238028779256,8,1,2
3,0,19.0,1,0,7.8542,147,2,19.0,3,7.8542,1.5101510578167703,8,0,1
3,1,,0,0,7.7333,147,1,29.69911764705882,2,7.7333,1.5054730020960585,11,0,0
3,0,36.0,1,0,17.4,147,2,36.0,3,17.4,1.77055674308707,12,0,1
2,1,60.0,1,1,39.0,147,2,60.0,3,39.0,2.080716549261844,11,0,2
